PC1,PC2
1268.8825735031176,946.4119818864547
175.1989374139537,919.4976875766421
1523.5937351351135,1362.856080669745
870.9949033056456,1156.943118966302
601.4504882478457,1525.042429213871
2676.864527204507,1659.7050274722974
2758.4701188135273,342.6350935326644
3084.6586811024213,611.9252577453973
1255.0244554803517,2461.0370398359987
476.97728442690135,440.87628015664217
135.7703683737277,330.06421793632575
-300.8659089105091,539.3708423471884
-813.521372825609,651.7651824126607
349.92655920822847,-200.51853909911736
1103.36631884187,1043.1098637052519
1617.8703314445193,673.5262065021824
-184.5413989349052,69.2294243998634
1481.98769125712,-275.08678173603744
-742.020325466068,-545.6736027715435
3051.7603960171336,-970.0767807612973
2366.1027860109225,-240.69245737386876
1741.9125272601184,555.185909028762
1825.4529983671123,1294.625546070231
1126.8929277055402,-1117.746086244628
3658.665111277482,1527.359496607905
617.192558017672,-191.4525568377726
651.2535992931865,1480.647580294873
-600.6727381338,-481.22031435080953
269.73181820181475,794.8289672834431
2360.7429160129504,1397.4409677171627
110.08713770769442,811.9672981259686
864.936464200308,245.8471149889349
2542.0852631644534,996.6785782541255
526.8010740292285,129.45315140346497
1981.5591771929544,1029.633016587192
-1607.3384345510992,1236.1722523223318
-733.0284743282289,244.19918713720813
2055.1721552503036,-147.93132025079177
267.98292186085877,180.0570846761253
2116.406193019928,928.616140204648
-637.2164570306381,653.7883195297686
353.5822556442524,113.38642211618591
966.159327177051,977.4351379309372
1765.7803050306827,1073.6962381211606
-8.614070845760075,311.00596855712575
690.1829826813066,-770.769705984345
823.00290909843,1347.837068650472
2107.7846973368864,674.1733675556463
342.9551798890097,1580.2889484187501
268.17347401999325,884.7577062437574
1218.968448520108,-13.218790980702325
1703.6365144446697,1517.021002505246
2849.8835267058394,303.77975299999036
-486.9130645070702,-327.5138591986044
272.8606012350137,868.2386463875806
1707.3399471273115,991.6378335093032
597.0449040427293,-318.24541203161647
645.3181681476184,149.82125035950065
-714.1766946955909,-562.6999127436281
1061.1479230220366,1161.8704563977983
401.3620186936151,147.57847997124378
-10539.211060632348,-57.183263901739096
-3508.54317651213,-1060.28661272299
-9484.798168294821,785.5165300278816
-5318.707571799341,871.511497712482
-1587.2126013940724,-376.8839727842852
-320.9694241117754,-85.50275325871105
-4925.34777774342,-716.3323444570442
-3752.4527348208258,11.489499050049103
-3598.9745310726767,1157.7433521081416
-2719.125955367042,-2065.766511369442
1928.7414241215124,-731.726389520103
-925.5827363352265,-288.33362386754703
-6189.485073799934,207.51995103632873
-1892.7697152557412,-159.36932956676142
-1047.557623143856,-47.842133119949835
-4199.009965488687,565.5100379353386
-7400.144777351845,1765.3435778868454
-3.288434560296258,-1871.5968768894159
-877.6567932965262,-226.46589314045005
-4212.932480154829,252.41925040389015
-1729.443749022841,67.99616807739649
-7370.735860245406,-20.623537932916747
-5853.609958350558,492.2064595073685
-7696.4575200538375,-456.02297111641616
-6927.496827135104,-30.622914463000225
-8256.312641638373,-154.4527743578686
-4752.891345707541,694.933271854184
-5754.70334101087,393.86755852499533
189.08761599958302,-322.26438401869143
-5564.090803387784,59.58967238603818
-8568.479740079954,1097.0774649894747
-6669.056359817451,876.774803997689
-4380.686539133842,353.1843838561733
1325.6267141805342,-528.912133904518
-9366.520999684502,805.4388088236071
-4756.135830087219,1059.3608516102274
-6289.392105928745,-401.8736127079758
-7232.393096747486,1706.5094309086905
-5062.172431634646,-585.3190939452905
-893.9740211231572,-288.6376857217663
3706.0017854556536,-1209.3340118558644
1452.8647806291974,59.71494575074076
-4172.80687748124,-250.3808902237968
12.416709519164877,-889.9749474463931
3779.99954727689,-851.10597367457
-3934.485005841497,-469.5154860096545
-6425.867317997306,394.4588090078097
-5497.647088069141,50.582384754643996
2223.1518937523483,-971.0170580291758
-3499.419056681151,-483.0594814654284
-6681.119758104393,310.5588011388904
-9632.61580867478,822.8618033159985
-2732.549384746031,-237.58290628655936
-2240.7403654188065,-405.607559475786
-1730.5616277522176,-396.6203998015143
939.8135180835569,-101.48479712514263
-3539.2973084073856,-1497.9099651946399
-735.1347267202028,-666.0962689452721
-445.1722966477968,-284.24345874359005
-6630.178888059378,-318.9160737428378
-2838.765781002308,98.88018430323437
-2983.4462067198556,355.441614651257
-1437.67348246782,-499.3953512965509
-5174.768395401597,238.84663649577212
-5099.9729231722795,-664.1007833427558
-2150.281153663411,775.3072765540414
2260.5767690696125,-1012.0127772176482
-2934.389170512647,320.4354326859666
-4809.794207483533,600.9656383368205
-181.8239528790275,239.75101657076866
-7126.33761379517,491.1760758768682
-3063.216451366603,217.60800861232173
-7635.010629400694,1108.6677606305584
-5042.8905392394145,-483.71599436240666
-4814.486155781477,587.686621706508
-4071.893987453143,511.07343100335356
-1685.852701442862,377.9472031267868
-4300.98188002832,-896.5098885175191
-4291.783550354157,666.9031567913025
2106.9980801416377,2040.9904490123502
-12.635543561619906,1561.2835786068692
2548.8265600732047,1201.379870979854
649.0974467833837,1691.4487008261303
827.5636872185304,1679.554992156421
1679.1037540425937,-1636.4283061446517
145.26107499360307,378.90291245144755
1755.1579569626304,780.0752504249348
2148.8981407189735,1806.1374854951844
2176.562351072968,-275.0882496420035
110.30034118827986,1431.7485615926762
2301.643099107249,1327.4777346996996
2774.3977651670193,1892.9477603835282
2583.796687883617,1365.5957724504337
3406.8647087142417,754.4444141961768
2463.454226502859,1581.3627758786638
2832.945511576317,1458.8053574855621
1541.2700093606547,2373.123250293197
717.5528591248564,2353.710475823918
1296.6699474854927,1653.0286632612213
2392.322901155338,1572.1795561981398
839.2580889090091,842.2340322893607
2591.840016056002,-676.7582798013996
1858.5449145176278,2225.626509715168
1762.2600467460788,716.1015820396077
2072.0624147269164,2046.5964369665696
3167.615590821961,1275.7145931697964
2690.3761597671487,1142.2061975025756
-294.4389135748999,1075.0744717887362
562.7552521998041,280.3252919378797
1144.8130818141194,2034.9629628524392
524.6116689021836,917.5697016398444
613.2590908624273,1958.0201201530313
-572.6398195087876,128.7308043747845
786.760493966013,991.7944787581156
916.2638155840053,941.185535004005
2104.3362627015968,1339.2365985859983
2070.1967799573818,1511.172498568522
2774.545964403775,2082.867153177534
1082.2250235877527,1712.9241821254407
1188.8546404660908,1478.4101880955236
1826.523204737472,386.3672692961837
989.4555714362367,1543.935349465009
1969.1677519859857,1615.0773732660364
2002.9178317283793,151.2604444383629
2060.841281010712,1185.2873689944204
1650.2551089328704,1879.6111126151286
3456.4522629911894,2673.3681881134557
2487.379123351508,2975.9364121891995
162.32352514308056,474.9275194748886
-739.0915459146097,-1166.2164159766246
-3783.1860058362877,-1481.9894756580265
130.88523332410645,-363.9533933506787
1681.7550177699113,-1426.5758302565102
2759.186143929612,-634.0750001767298
-2221.889099585732,-681.4884278860902
981.5572799193997,-1547.1260587730962
-783.0394968717877,-1047.2468971327196
747.6662678897646,-1147.1355851232995
338.74089528620055,-1520.0797700072167
-2853.0409445920654,-271.01874780964266
1182.8144260413524,-1358.9013811668158
-885.5186461689034,-1497.3584129424642
